,asin,productTitle,primaryCategory,secondaryCategory,brand,price,itemModelNumber,imageURLHighRes,ranking,productDimensions,shippingWeight,domesticShipping,internationalShipping,discontinuedByManufacturer,batteries
53,B005IAV59W,Hair Trinity Color Care Shampoo,Beauty & Personal Care,Luxury Beauty,Surface,51.50,SUR-6689,"['https://images-na.ssl-images-amazon.com/images/I/31TFe4761BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410nfYODzkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aK9kr4XiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41x-zDrH%2BVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21otRzFskML.jpg']","147,193",3.4 x 3.4 x 11 inches ; 2.2 pounds,4.6 pounds,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
54,B01FMPRQFO,"for men Amen Men's Spray Cologne, 2 fl. oz.",Beauty & Personal Care,Luxury Beauty,philosophy,46.00,,"['https://images-na.ssl-images-amazon.com/images/I/51kFKUtk32L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41p-px6jwzL.jpg']","161,924",2.5 x 1.4 x 4.4 inches,7.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
55,B008RZ8XGI,"Soleil de Capri Eau de Parfum Spray, 1.7 fl. oz.",Beauty & Personal Care,Luxury Beauty,MONTALE,120.00,22-273 123MA (1589),['https://via.placeholder.com/250?text=Image+Not+Available'],"628,150",,3.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
56,B00JIM55MY,Tropez Applicator Mitt,Beauty & Personal Care,Luxury Beauty,St.,5.52,100013063,['https://images-na.ssl-images-amazon.com/images/I/41oTHzG5OsL.jpg'],875,8.3 x 5.5 x 0.2 inches,1.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
57,B001GAOVDK,"Lavender Moisturizing Hand Lotion, 8.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,611,095",6 x 5 x 4 inches ; 8.5 ounces,11.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
58,B004LFUQDG,Shellac UV Color - Cocoa .25 oz.,Beauty & Personal Care,Luxury Beauty,CND,,CND40514,['https://via.placeholder.com/250?text=Image+Not+Available'],"484,627",1.8 x 1.4 x 3.5 inches ; 0.64 ounces,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
59,B00J0A448K,"Coconut Lotion , 18 Fl Oz",Beauty & Personal Care,Luxury Beauty,Archipelago,25.00,755167121371,"['https://images-na.ssl-images-amazon.com/images/I/31qOvPigJDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sqVrQlG3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qR2WIFD3L.jpg']","50,143",2.6 x 2.6 x 9.9 inches ; 1 pounds,1.4 pounds,,,,
60,B00E85YEZA,"ICELAND Arctic Elixir, 0.845 fl. oz.",Beauty & Personal Care,Luxury Beauty,skyn,49.00,18228900019,"['https://images-na.ssl-images-amazon.com/images/I/517qZz6IaKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SOcyQcoOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316yIzXkaSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21wc7HHCOPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419FE6R7bEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41asw79pLfL.jpg']","163,859",2.8 x 1.8 x 4.5 inches,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
61,B00FKVW8YU,"Professional Strength Professional Strength Volumizing and Thickening Nourishing Leave-In, 6.8 oz",Beauty & Personal Care,Luxury Beauty,Bosley,16.95,BP-STY00020,['https://images-na.ssl-images-amazon.com/images/I/31MVBIXqQPL.jpg'],"23,753",6 x 2 x 2 inches ; 5.6 ounces,5.6 ounces,,,,
62,B009JKNSFG,Infinite,Beauty & Personal Care,Luxury Beauty,OPI,13.00,ISLF91,['https://images-na.ssl-images-amazon.com/images/I/3119Wa2qmgL.jpg'],"250,776",4.2 x 2.6 x 3.2 inches,2.1 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
63,B005MRSF7G,"Jay Set of 8 Hair Ties, Classic Collection",Beauty & Personal Care,Luxury Beauty,Emi,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"663,781",,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
64,B00MFTPFWC,"CHOO Man Eau de Toilette Spray, 1.7 Fl Oz",Beauty & Personal Care,Luxury Beauty,JIMMY,70.00,3XT2703,"['https://images-na.ssl-images-amazon.com/images/I/51YIMPNJlVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sXfEkIbTL.jpg']","48,320",1.5 x 2.8 x 4.6 inches ; 1 pounds,8.5 ounces,,,,
65,B00172DJ08,Badescu Azulene Body Soap,Beauty & Personal Care,Luxury Beauty,Mario,,,"['https://images-na.ssl-images-amazon.com/images/I/41c2kWrM5ML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HsayM-EjL.jpg']","585,184",1.5 x 1.5 x 1.2 inches ; 0.32 ounces,11.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
66,B0023AX72I,"Smoothing Leave-in Cream with Papyrus Milk, Anti-Frizz  Humidity Control, Heat Protection for Sleek Hair, Paraben, Sulfates, Sodium Chloride Free, 4.2 oz.",Beauty & Personal Care,Luxury Beauty,Klorane,18.00,KL9356,"['https://images-na.ssl-images-amazon.com/images/I/31ZJ86YJdUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41GQw%2BCM3TL.jpg']","217,280",2.5 x 1.6 x 6.8 inches,3.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,Yes
67,B00IBDCYVQ,"HydraFactor Broad Spectrum SPF 30 Sunscreen, 2.5 oz.",Beauty & Personal Care,Luxury Beauty,Obagi360,49.30,5500993,"['https://images-na.ssl-images-amazon.com/images/I/21rVPBg5-ZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41G%2BaWR5PzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SNTUNfYmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JiMb6aTjL.jpg']","55,664",1.8 x 1.8 x 2 inches ; 8 ounces,4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
68,B000AV4XW0,"Bisse Stabilizing Cleansing Mask, 7.0 fl. oz.",Beauty & Personal Care,Luxury Beauty,Natura,54.00,,"['https://images-na.ssl-images-amazon.com/images/I/3106P3SHx1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lQ37LCusL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418HVyEFQTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31IxhLP7wfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21jl0DZ3l%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21d8XDCtSqL.jpg']","58,126",7 x 2.7 x 2.1 inches ; 7.2 ounces,8.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
69,B0079M7VN6,"Blending Balm, 1.7 fl. oz.",Beauty & Personal Care,Luxury Beauty,XEN-TAN,,859616000801,"['https://images-na.ssl-images-amazon.com/images/I/415Aq1MJmNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JxiytHMqL.jpg']","300,475",1.7 x 1.7 x 5.1 inches ; 1.76 ounces,3.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
70,B001EYHJRS,"OPI Designer Series Nail Lacquer, Reserve, 0.5 Fl Oz",Beauty & Personal Care,Luxury Beauty,,10.00,DS027,"['https://images-na.ssl-images-amazon.com/images/I/218jq5A%2BAhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mdh7SAlML.jpg']","151,949",1.4 x 1.4 x 3.2 inches ; 2.24 ounces,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
71,B002OINK8U,"Aromachologie Soothing Conditioner, 8.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://images-na.ssl-images-amazon.com/images/I/41CjZGbCxgL.jpg'],"984,156",2.3 x 2.3 x 5.5 inches ; 8 ounces,9.6 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
72,B00LFVU6LG,"Tropez Self Tan Sensitive Bronzing Body Lotion, 6.7 Fl Oz",Beauty & Personal Care,Luxury Beauty,St.,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,125,242",,8.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
73,B00070JJ4G,"Reveal Exfoliator, 20% Glycolic, 2.0 Fl Oz",Beauty & Personal Care,Luxury Beauty,NEOVA,42.00,168405,"['https://images-na.ssl-images-amazon.com/images/I/31iKdfbAsJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31v8Ts6%2B7FL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31AZztP43uL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Dh8w46WbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31mBIpODlsL.jpg']","96,451",5.6 x 1.8 x 4 inches,8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
74,B000VEOY16,"Mitchell Wax Works Gel,6.8  Fl Oz",Beauty & Personal Care,Luxury Beauty,Paul,19.00,108342,"['https://images-na.ssl-images-amazon.com/images/I/41izB04kp9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pkpIuljaL.jpg']","15,623",3 x 1.8 x 7.1 inches ; 0.16 ounces,10.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
75,B00HVEO9V4,"Balm Betty-Lou Manizer w/Mini Meet Matte Hughes Lip Color, Committed",Beauty & Personal Care,Luxury Beauty,The,,BTML,['https://via.placeholder.com/250?text=Image+Not+Available'],"687,256",2.8 x 2.8 x 0.5 inches,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
76,B000ZJDYTA,"Clarigel Exfoliating Cleanser, 5 oz",Beauty & Personal Care,Luxury Beauty,Pevonia,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",1911,"['https://images-na.ssl-images-amazon.com/images/I/41QHeznH29L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yd22Y2o3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31elL%2BdJRAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jY7ncHw3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417KrPSKUxL.jpg']","29,991",1.8 x 3.5 x 4 inches ; 7 ounces,7.2 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
77,B000TZG8DE,"Take A Brow Kit, Auburn",Beauty & Personal Care,Luxury Beauty,LORAC,,2755-AUBURN,"['https://images-na.ssl-images-amazon.com/images/I/51N7DSNSNpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rQMMvJ9pL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OkjrD-ynL.jpg']","726,264",1.9 x 0.4 x 2.9 inches ; 0.16 ounces,1 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
78,B004ZQ9LNC,"Algae Facial Cleanser, 8 Fl Oz",Beauty & Personal Care,Luxury Beauty,Anthony,,,"['https://images-na.ssl-images-amazon.com/images/I/31WCmbtvJ9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Sw0HsTOBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nKfSwsJPL.jpg']","1,712,855",2.5 x 3.5 x 6.5 inches,3.5 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
79,B009OIMLMY,Lavender Relaxing Candle,Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,144,352",,1.6 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
80,B00EXW25QI,Hydrating Lotion,Beauty & Personal Care,Luxury Beauty,Glytone,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"741,712",,0.6 ounces,,,,
81,B00DRK72B0,"Purely Age Defying Firming Face Oil, 1.6 Fl Oz",Beauty & Personal Care,Luxury Beauty,Jurlique,45.36,108200,"['https://images-na.ssl-images-amazon.com/images/I/312GJUOFN5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mqtp2GVML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41lRE1ST1NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ThjhSdVeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31dQYVoIr8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31jblHQdunL.jpg']","45,647",,4.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
82,B0147FZKT4,Gregory Concealer Ditty Bag Kit,Beauty & Personal Care,Luxury Beauty,M&euml;naji,,,"['https://images-na.ssl-images-amazon.com/images/I/51ixMMUXiIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61acH7xzS7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FGszLOJsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kejYtGjxL.jpg']","1,427,496",,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
83,B001MF0V3S,High Protection Compact SPF 50,Beauty & Personal Care,Luxury Beauty,Mineral,,2526041,"['https://images-na.ssl-images-amazon.com/images/I/51jQe7ZEoqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61eU7mpnAUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41eVGBj6dOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411oCblXTfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31tUxbMi3LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vF3M2DQfL.jpg']","96,305",3.2 x 1 x 3.1 inches ; 0.32 ounces,0.3 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
84,B00144JWHI,"Flower 10 Ml Ambrette Organic Perfume, 0.34 oz",Beauty & Personal Care,Luxury Beauty,Red,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"964,786",0.8 x 0.8 x 2.9 inches,0.8 ounces,,,,
85,B0009DSOLK,"Marini Skin Research Age Intervention Face Cream, 1 oz.",Beauty & Personal Care,Luxury Beauty,Jan,102.00,814924010096,"['https://images-na.ssl-images-amazon.com/images/I/41U6H5hHj%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417XA9RjRTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OuPdUrCyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31z7%2BH3QVKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Y-sIQSs2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514GlaR7WDL.jpg']","99,797",2.5 x 2.5 x 2 inches ; 8 ounces,4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
86,B003BOEBLQ,"Fabulous Foaming Face Wash 2-in-1 Cleanser and Exfoliator, 2 fl. oz.",Beauty & Personal Care,Luxury Beauty,bliss,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,061,317",,4.8 ounces,,,2.08 ounces,
87,B006NZ3PYY,"Cade Shaving Cream Enriched with Essential Oils and Shea Butter, 5.2 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,29.00,20CR150H1,['https://images-na.ssl-images-amazon.com/images/I/41SQiXlKmeL.jpg'],"30,534",2.1 x 1.6 x 7.2 inches ; 5.3 ounces,6.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
88,B015HNZTMI,WEBB X1 Magnetic Stand,Beauty & Personal Care,Luxury Beauty,BOLIN,,X1-STD-BLK,"['https://images-na.ssl-images-amazon.com/images/I/415rDzzxZJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315RZjiqyWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21Ki7N1pZWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MzlneBWLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EtjdhyYKL.jpg']","972,237",3.2 x 1.4 x 2.8 inches,4 ounces,,,,
